code_udi,sentence,population
026001027,Votre réseau alimente de façon permanente 141 personnes.,141
026001028,Votre réseau alimente de façon permanente 116 personnes.,116
026001031,Votre réseau alimente de façon permanente 14 personnes.,14
026001034,Votre réseau alimente de façon permanente 83 personnes.,83
026001036,Votre réseau alimente de façon permanente 39 personnes.,39
026001038,Votre réseau alimente de façon permanente 122 personnes.,122
026001039,Votre réseau alimente de façon permanente 530 personnes.,530
026001040,Votre réseau alimente de façon permanente 160 personnes.,160
026001042,Votre réseau alimente de façon permanente 379 personnes.,379
026001043,Votre réseau alimente de façon permanente 22 personnes.,22
026001044,Votre réseau alimente de façon permanente 10282 personnes.,10282
026001045,Votre réseau alimente de façon permanente 72 personnes.,72
026001046,Votre réseau alimente de façon permanente 11 personnes.,11
026001047,Votre réseau alimente de façon permanente 11 personnes.,11
026001048,Votre réseau alimente de façon permanente 19 personnes.,19
026001052,Votre réseau alimente de façon permanente 366 personnes.,366
026001053,Votre réseau alimente de façon permanente 240 personnes.,240
026001054,Votre réseau alimente de façon permanente 36 personnes.,36
026001056,Votre réseau alimente de façon permanente 306 personnes.,306
026001057,Votre réseau alimente de façon permanente 9 personnes.,9
026001058,Votre réseau alimente de façon permanente 6 personnes.,6
026001059,Votre réseau alimente de façon permanente 1 personnes.,1
026001060,Votre réseau alimente de façon permanente 20 personnes.,20
026001061,Votre réseau alimente de façon permanente 60 personnes.,60
026001062,Votre réseau alimente de façon permanente 50 personnes.,50
026001063,Votre réseau alimente de façon permanente 49 personnes.,49
026001065,Votre réseau alimente de façon permanente 196 personnes.,196
026001066,Votre réseau alimente de façon permanente 131 personnes.,131
026001070,Votre réseau alimente de façon permanente 389 personnes.,389
026001072,Votre réseau alimente de façon permanente 145 personnes.,145
026001075,Votre réseau alimente de façon permanente 129 personnes.,129
026001076,Votre réseau alimente de façon permanente 52 personnes.,52
026001077,Votre réseau alimente de façon permanente 17 personnes.,17
026001079,Votre réseau alimente de façon permanente 50 personnes.,50
026001080,Votre réseau alimente de façon permanente 14328 personnes.,14328
026001081,Votre réseau alimente de façon permanente 21483 personnes.,21483
026001082,Votre réseau alimente de façon permanente 369 personnes.,369
026001083,Votre réseau alimente de façon permanente 189 personnes.,189
026001084,Votre réseau alimente de façon permanente 24 personnes.,24
026001086,Votre réseau alimente de façon permanente 241 personnes.,241
026001090,Votre réseau alimente de façon permanente 238 personnes.,238
026001091,Votre réseau alimente de façon permanente 48 personnes.,48
026001092,Votre réseau alimente de façon permanente 1255 personnes.,1255
026001101,Votre réseau alimente de façon permanente 194 personnes.,194
026001103,Votre réseau alimente de façon permanente 27 personnes.,27
026001107,Votre réseau alimente de façon permanente 105 personnes.,105
026001108,Votre réseau alimente de façon permanente 49 personnes.,49
026001109,Votre réseau alimente de façon permanente 2245 personnes.,2245
026001110,Votre réseau alimente de façon permanente 561 personnes.,561
026001112,Votre réseau alimente de façon permanente 529 personnes.,529
026001113,Votre réseau alimente de façon permanente 66 personnes.,66
026001114,Votre réseau alimente de façon permanente 206 personnes.,206
026001115,Votre réseau alimente de façon permanente 27 personnes.,27
026001116,Votre réseau alimente de façon permanente 70 personnes.,70
026001118,Votre réseau alimente de façon permanente 268 personnes.,268
026001119,Votre réseau alimente de façon permanente 2128 personnes.,2128
026001122,Votre réseau alimente de façon permanente 181 personnes.,181
026001124,Votre réseau alimente de façon permanente 21 personnes.,21
026001125,Votre réseau alimente de façon permanente 20 personnes.,20
026001127,Votre réseau alimente de façon permanente 1388 personnes.,1388
026001131,Votre réseau alimente de façon permanente 354 personnes.,354
026001133,Votre réseau alimente de façon permanente 115 personnes.,115
026001141,Votre réseau alimente de façon permanente 184 personnes.,184
026001142,Votre réseau alimente de façon permanente 777 personnes.,777
026001144,Votre réseau alimente de façon permanente 26 personnes.,26
026001149,Votre réseau alimente de façon permanente 171 personnes.,171
026001150,Votre réseau alimente de façon permanente 367 personnes.,367
026001151,Votre réseau alimente de façon permanente 1668 personnes.,1668
026001154,Votre réseau alimente de façon permanente 8731 personnes.,8731
026001157,Votre réseau alimente de façon permanente 6218 personnes.,6218
026001161,Votre réseau alimente de façon permanente 1424 personnes.,1424
026001163,Votre réseau alimente de façon permanente 196 personnes.,196
026001165,Votre réseau alimente de façon permanente 21 personnes.,21
026001166,Votre réseau alimente de façon permanente 133 personnes.,133
026001167,Votre réseau alimente de façon permanente 13 personnes.,13
026001168,Votre réseau alimente de façon permanente 13 personnes.,13
026001170,Votre réseau alimente de façon permanente 2061 personnes.,2061
026001171,Votre réseau alimente de façon permanente 4017 personnes.,4017
026001172,Votre réseau alimente de façon permanente 181 personnes.,181
026001173,Votre réseau alimente de façon permanente 408 personnes.,408
026001174,Votre réseau alimente de façon permanente 121 personnes.,121
026001176,Votre réseau alimente de façon permanente 240 personnes.,240
026001179,Votre réseau alimente de façon permanente 57 personnes.,57
026001180,Votre réseau alimente de façon permanente 330 personnes.,330
026001182,Votre réseau alimente de façon permanente 185 personnes.,185
026001184,Votre réseau alimente de façon permanente 5838 personnes.,5838
026001186,Votre réseau alimente de façon permanente 1447 personnes.,1447
026001187,Votre réseau alimente de façon permanente 124 personnes.,124
026001189,Votre réseau alimente de façon permanente 294 personnes.,294
026001191,Votre réseau alimente de façon permanente 28 personnes.,28
026001192,Votre réseau alimente de façon permanente 20 personnes.,20
026001193,Votre réseau alimente de façon permanente 24 personnes.,24
026001195,Votre réseau alimente de façon permanente 216 personnes.,216
026001196,Votre réseau alimente de façon permanente 32 personnes.,32
026001197,Votre réseau alimente de façon permanente 19 personnes.,19
026001198,Votre réseau alimente de façon permanente 19 personnes.,19
026001199,Votre réseau alimente de façon permanente 38 personnes.,38
026001200,Votre réseau alimente de façon permanente 11 personnes.,11
026001201,Votre réseau alimente de façon permanente 22 personnes.,22
026001206,Votre réseau alimente de façon permanente 69 personnes.,69
026001207,Votre réseau alimente de façon permanente 20 personnes.,20
026001208,Votre réseau alimente de façon permanente 26 personnes.,26
026001212,Votre réseau alimente de façon permanente 64431 personnes.,64431
026001213,Votre réseau alimente de façon permanente 27 personnes.,27
026001216,Votre réseau alimente de façon permanente 192 personnes.,192
026001217,Votre réseau alimente de façon permanente 19 personnes.,19
026001218,Votre réseau alimente de façon permanente 96 personnes.,96
026001220,Votre réseau alimente de façon permanente 478 personnes.,478
026001222,Votre réseau alimente de façon permanente 229 personnes.,229
026001223,Votre réseau alimente de façon permanente 333 personnes.,333
026001224,Votre réseau alimente de façon permanente 63 personnes.,63
026001229,Votre réseau alimente de façon permanente 461 personnes.,461
026001232,Votre réseau alimente de façon permanente 46 personnes.,46
026001235,Votre réseau alimente de façon permanente 33 personnes.,33
026001236,Votre réseau alimente de façon permanente 89 personnes.,89
026001237,Votre réseau alimente de façon permanente 11 personnes.,11
026001241,Votre réseau alimente de façon permanente 32 personnes.,32
026001242,Votre réseau alimente de façon permanente 222 personnes.,222
026001244,Votre réseau alimente de façon permanente 14 personnes.,14
026001245,Votre réseau alimente de façon permanente 17 personnes.,17
026001246,Votre réseau alimente de façon permanente 85 personnes.,85
026001247,Votre réseau alimente de façon permanente 16 personnes.,16
026001249,Votre réseau alimente de façon permanente 1017 personnes.,1017
026001250,Votre réseau alimente de façon permanente 33 personnes.,33
026001253,Votre réseau alimente de façon permanente 1009 personnes.,1009
026001254,Votre réseau alimente de façon permanente 1211 personnes.,1211
026001256,Votre réseau alimente de façon permanente 38 personnes.,38
026001257,Votre réseau alimente de façon permanente 475 personnes.,475
026001258,Votre réseau alimente de façon permanente 29 personnes.,29
026001260,Votre réseau alimente de façon permanente 1959 personnes.,1959
026001261,Votre réseau alimente de façon permanente 5770 personnes.,5770
026001262,Votre réseau alimente de façon permanente 3620 personnes.,3620
026001263,Votre réseau alimente de façon permanente 1466 personnes.,1466
026001267,Votre réseau alimente de façon permanente 1236 personnes.,1236
026001268,Votre réseau alimente de façon permanente 652 personnes.,652
026001269,Votre réseau alimente de façon permanente 14 personnes.,14
026001270,Votre réseau alimente de façon permanente 45 personnes.,45
026001271,Votre réseau alimente de façon permanente 46 personnes.,46
026001272,Votre réseau alimente de façon permanente 1515 personnes.,1515
026001273,Votre réseau alimente de façon permanente 1601 personnes.,1601
026001274,Votre réseau alimente de façon permanente 2007 personnes.,2007
026001275,Votre réseau alimente de façon permanente 553 personnes.,553
026001279,Votre réseau alimente de façon permanente 6486 personnes.,6486
026001282,Votre réseau alimente de façon permanente 1407 personnes.,1407
026001283,Votre réseau alimente de façon permanente 520 personnes.,520
